ID	Rt	Mz	QC1-NEG	QC2-NEG	QC3-NEG	QC4-NEG	QC5-NEG	VA1EE1-NEG	VA1EE2-NEG	VA1EE3-NEG	VA1EM1-NEG	VA1EM2-NEG	VA1EM3-NEG	VB1EE1-NEG	VB1EE2-NEG	VB1EE3-NEG	VB1EM1-NEG	VB1EM2-NEG	VB1EM3-NEG	VC1EE1-NEG	VC1EE2-NEG	VC1EE3-NEG	VC1EM1-NEG	VC1EM2-NEG	VC1EM3-NEG	BLK	MIX	QC	VAEE	VAEM	VBEE	VBEM	VCEE	VCEM
12066	0.63	681.1266	0	0	0	138000	0	0	98200	0	72624	308758	0	41322	27889	0	0	0	0	0	0	0	0	0	0	0	0	27630	32747	127127	23070	0	0	0
12067	6.06	681.1268	193000	259000	194000	233000	293000	0	0	0	0	0	0	289820	416665	505881	528393	273312	796440	0	0	0	0	0	0	0	3696	234334	0	0	404122	532715	0	0
12069	5.10	681.1645	101000	167000	158000	146000	51600	0	0	2614	29908	57535	92379	0	0	0	9847	0	0	39576	128438	54852	59347	43882	2305100	0	0	124641	871	59941	0	3282	74289	802776
12070	5.50	681.2025	179000	153000	152000	155000	53200	10800	0	0	69028	42130	13314	25039	55094	10757	265647	117932	345536	71860	108022	75322	532235	603586	386884	2884	0	138438	3612	41491	30297	243038	85068	507569
12071	5.75	681.2030	283000	584000	646000	597000	542000	10800	0	0	0	0	13314	1204584	1473784	1330442	1993637	519464	1756347	9066	108022	75322	238310	83546	185003	1757	0	530488	3612	4438	1336270	1423149	64136	168953
12072	5.59	681.2031	54500	82300	46000	50700	53200	10800	0	0	2847	3767	13314	262399	55094	213394	30784	116474	66065	71860	108022	132263	238310	83546	185003	2884	0	57345	3612	6643	176962	71108	104048	168953
12073	5.16	681.2277	873000	1210000	1380000	1290000	1390000	0	0	0	507984	854521	739411	0	0	0	71311	7203	51269	3037577	1069727	2861236	7774644	3824592	6136575	0	0	1228126	0	700639	0	43261	2322847	5911937
12074	15.18	681.4004	0	0	0	0	0	162000	0	0	0	43313	5863	0	0	0	0	0	2274	0	0	5594	0	0	0	0	0	0	54164	16392	0	758	1865	0
12075	15.55	681.4344	202000	931000	1080000	1070000	1100000	971000	873000	856844	1072502	58329	507324	319839	984030	811468	422982	0	1099267	0	0	0	0	0	0	0	0	877553	900295	546052	705112	507417	0	0
12076	15.70	681.4345	179000	828000	401000	557000	538000	971000	873000	566309	720211	572398	507324	17976	984030	811468	422982	0	1099267	0	0	0	0	0	0	0	0	500371	803450	599978	604491	507417	0	0
12077	5.39	682.1813	6080	16200	10200	27200	17800	0	0	0	1566	55187	2124	0	0	0	742	0	842	13471	14391	8882	151671	239732	12942	0	0	15503	0	19625	0	528	12248	134781
12078	7.43	682.2253	13600	7550	7640	0	0	9080	0	12979	7857	2849	14046	151776	0	0	0	5697	0	0	0	0	0	0	9071	2821	9250	5750	7352	8251	50592	1899	0	3024
12079	5.37	682.2278	73900	84200	96700	88300	136000	0	4160	0	23854	12503	41658	0	5005	0	5645	685	6760	297097	342655	205019	560723	560421	540000	0	0	95755	1385	26005	1668	4363	281591	553715
12080	5.21	682.2283	26300	128000	113000	110000	33800	0	4160	0	23854	34322	21043	0	0	0	11603	856	8989	297100	945643	48730	659628	580427	539949	0	0	82153	1385	26407	0	7149	430491	593335
12082	0.59	682.8151	32000	81500	84400	88100	61600	68500	91800	93575	0	0	0	87882	103406	0	4871	0	0	0	42489	43198	0	0	0	3204	169384	69537	84621	0	63763	1624	28562	0
12087	5.79	683.1838	233000	406000	454000	231000	424000	6720	8390	0	0	12623	0	895	10264	10463	9301	0	26877	830971	1008132	1082110	2019883	1695850	108344	0	169440	349583	5038	4208	7207	12059	973737	1274692
12088	5.70	683.2184	69000	60800	90400	65400	98300	0	0	0	0	52497	9792	29503	74116	52003	222980	15480	38649	0	93091	58844	37010	145131	11887	490	0	76780	0	20763	51874	92370	50645	64676
12089	0.65	683.2261	5100000	8490000	5080000	5490000	1720000	1160000	3400000	132771	2070535	8777181	5166820	5067735	3586965	5249996	14003391	2217218	17203952	4843732	6154367	1838284	166212	35402736	28139600	5116	0	5177372	1566923	5338179	4634899	11141520	4278794	21236183
12090	16.52	683.4158	0	0	0	0	0	0	0	160861	7978	0	0	0	0	0	0	0	0	0	0	0	68406	0	0	0	0	0	53620	2659	0	0	0	22802
12091	14.73	683.4335	13200	76100	57500	84400	50600	63600	104000	72092	19731	85415	63809	52884	23722	88014	25622	0	68944	0	0	0	0	0	0	0	0	56378	79903	56318	54874	31522	0	0
12097	5.14	685.1356	12900	24000	30200	33900	30500	0	0	0	0	993	932	0	1861	0	0	0	4254	79133	54404	60916	312222	127042	181557	0	0	26308	0	642	620	1418	64817	206940
12098	5.44	685.1610	23500	18900	59800	51300	26200	0	13500	43098	44168	110298	115462	0	0	0	5186	0	0	85648	102809	75852	211769	203688	214348	0	124175	35948	18866	89976	0	1729	88103	209935
12099	8.05	685.1777	10600	28700	45400	21900	0	0	90500	89876	0	0	0	0	0	0	36390	0	109275	0	0	0	0	0	0	0	0	21322	60113	0	0	48555	0	0
12100	0.67	685.1821	56600	60800	145000	301000	53200	0	242000	19839	191827	339886	353423	49637	117891	99239	0	0	0	41149	130326	0	120484	87482	165904	1853	0	123280	87317	295045	88922	0	57158	124623
12101	5.90	685.2073	1430	13300	21200	25000	9030	37100	27300	41081	29269	53956	89462	0	0	0	26400	0	2584	7410	12805	8920	34156	89224	109404	0	0	13986	35146	57562	0	9661	9712	77595
12102	15.62	685.4501	124000	269000	262000	347000	215000	182000	102000	83741	277640	195210	141388	0	0	0	11826	0	15751	0	0	0	41484	7667	0	0	0	243335	122560	204746	0	9192	0	16384
12103	5.16	686.1578	19000	50700	49700	23100	28200	0	0	0	16704	28185	55962	0	0	0	0	0	0	20929	4148	18917	296883	265796	443670	410	0	34160	0	33617	0	0	14665	335450
12104	5.31	686.1779	5140	32700	18100	29000	4320	0	0	0	2430	13479	15008	0	0	0	0	0	0	15124	23579	19320	127987	178453	105948	2138	0	17858	0	10306	0	0	19341	137463
12105	5.23	687.1381	17200	32600	11500	17600	35400	0	0	0	0	11748	7890	0	0	0	0	0	0	56787	45550	60911	313676	107708	152903	0	1462912	22864	0	6546	0	0	54416	191429
12106	5.40	687.1722	38400	22100	51000	63300	55100	0	0	0	0	9365	3316	3460	0	0	0	0	12715	59487	56621	94198	515054	188565	473881	0	4524	45968	0	4227	1153	4238	70102	392500
12107	4.95	687.1895	0	0	7510	9320	9250	1340	0	0	0	0	1032	0	0	0	0	0	0	39124	103124	9608	354252	133657	228714	0	0	5214	447	344	0	0	50619	238874
12108	5.98	687.1948	53000	64600	56600	66900	76300	0	0	0	0	8749	16997	0	9312	0	0	0	0	73403	102468	103840	116626	273497	167148	0	0	63478	0	8582	3104	0	93237	185757
12109	6.09	687.2326	12700	24100	10900	10700	10200	43000	29700	23726	0	20669	34603	0	0	0	0	0	1100	0	28391	0	187184	64550	10559	627	0	13703	32112	18424	0	367	9464	87431
12111	16.68	688.4528	0	0	0	3710	0	12200	8390	109003	0	0	3597	0	0	0	6136	0	0	6051	0	0	125407	0	0	4684	0	742	43210	1199	0	2045	2017	41802
12113	0.59	688.8320	55100	197000	176000	172000	134000	260000	366000	364169	0	0	0	361357	706845	0	0	0	0	0	157256	84028	0	0	0	2571	397908	146601	330141	0	356067	0	80428	0
12115	7.79	689.1282	0	9980	12000	9170	16300	101000	15100	51017	9851	10276	13583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9484	55549	11237	0	0	0	0
12116	5.03	689.1892	0	9320	0	0	11500	0	0	0	0	18469	10037	0	0	0	0	0	0	10027	28176	12784	65617	91824	93279	0	0	4164	0	9502	0	0	16996	83573
12117	5.53	689.2095	206000	152000	236000	255000	171000	470000	610000	378771	26068	35847	23986	25152	26942	32824	62407	23552	22857	20457	0	0	66212	27787	1298	0	0	203964	486505	28634	28306	36272	6819	31766
12118	8.23	689.2396	13500	25500	11600	9760	13700	11600	10800	0	0	0	0	9223	0	0	0	0	0	38990	12554	11264	101300	94319	23548	0	0	14820	7463	0	3074	0	20936	73056
12120	5.31	690.1895	9840	16600	24000	23100	8580	2770	4770	3263	0	0	0	0	0	0	0	0	0	32033	23041	11033	132778	157225	126754	0	0	16431	3599	0	0	0	22036	138919
12122	0.62	691.0105	624000	671000	564000	615000	8630	296000	306000	223946	26925	35844	14102	887317	815375	807470	62281	4006	111122	0	0	0	80180	41868	36902	0	5046	496745	275089	25624	836721	59137	0	52984
12123	0.64	691.1356	68400	0	0	0	0	0	0	0	0	24702	0	0	0	110145	431508	0	599095	0	0	0	0	0	0	0	0	13682	0	8234	36715	343535	0	0
12124	5.70	691.1487	45400	23300	42200	50400	19600	0	0	0	0	0	0	44220	82398	61138	46802	0	207384	50766	59077	36136	80090	86140	39228	0	7878	36198	0	0	62585	84728	48660	68486
12125	4.84	691.1655	36500	9580	16100	11400	11500	0	0	0	0	39666	0	4143	0	0	0	0	0	10098	87702	32555	204831	136125	65111	435	0	17028	0	13222	1381	0	43452	135355
12126	7.23	691.1833	80700	69900	83700	84900	47800	281000	79500	172772	0	11312	0	8829	7827	11759	103870	37043	152035	223747	390786	80247	48274	74115	41675	0	0	73386	177696	3771	9471	97649	231593	54688
12127	0.63	691.2018	50500	41900	0	0	0	0	0	0	0	25321	41533	0	0	0	0	13286	57195	509110	0	0	762517	198082	71152	0	0	18475	0	22285	0	23494	169703	343917
12128	5.80	691.2620	118000	118000	102000	113000	84800	31300	51000	18748	38177	67650	90773	56464	118400	29074	95930	47965	90735	84700	162552	41087	208150	251661	128724	332	0	107112	33705	65534	67979	78210	96113	196179
12129	15.65	691.2730	20700	51600	86700	74700	82300	399000	238000	276320	147296	319632	411826	0	0	0	0	0	0	3187	0	6504	0	0	0	0	0	63208	304364	292918	0	0	3230	0
12130	14.46	691.3992	44200	33000	25000	46200	45300	169000	21400	36094	6496	11348	8066	32281	0	42789	32421	0	5313	0	30550	37410	82373	0	5725	6132	0	38742	75488	8637	25023	12578	22653	29366
12135	5.77	693.1257	23300	43100	41800	59900	13900	0	0	0	0	0	0	74726	97675	91337	57304	25707	114381	46774	61295	56750	84544	113256	38538	0	0	36386	0	0	87913	65798	54940	78779
12136	5.16	693.1263	11700	44100	23500	0	16000	0	0	0	0	25246	35996	0	0	1233	0	0	0	14588	1623	19326	198720	187920	295328	0	0	19052	0	20414	411	0	11846	227323
12137	5.44	693.1307	38600	47700	18200	50700	15100	0	0	0	0	23691	33294	70512	85327	6465	93189	23626	109008	13348	64733	23886	131277	199191	45229	0	0	34082	0	18995	54101	75274	33989	125232
12139	5.20	694.1814	2710	24100	6210	20900	3420	0	0	0	9299	136220	75768	0	0	4228	0	0	0	5687	1212	8455	4315	1051	2798	0	0	11483	0	73762	1409	0	5118	2721
12140	14.73	694.3920	18300	101000	45400	84100	151000	158000	408000	277300	68383	314617	357797	838	0	1156	0	0	0	0	0	0	0	0	0	0	0	79833	281141	246932	665	0	0	0
12143	5.17	695.0851	0	0	0	12200	0	0	0	0	0	0	0	0	1474	0	0	0	0	0	0	0	109016	34491	119939	1685	0	2433	0	0	491	0	0	87815
12144	6.98	695.1200	0	0	0	0	0	83500	68300	177719	0	0	0	0	0	0	0	0	0	17900	97918	23932	0	0	0	0	4184	0	109835	0	0	0	46583	0
12145	6.86	695.1419	0	0	0	0	0	697	633	2905	0	0	0	0	0	0	3927	0	0	0	1047	409	0	0	0	0	101804	0	1412	0	0	1309	485	0
12146	5.09	695.1505	7190	90100	19300	6270	15600	0	0	0	0	10533	15012	0	0	0	0	0	0	39430	49835	29582	52079	117738	124760	0	0	27684	0	8515	0	0	39616	98192
12147	5.24	695.1855	465000	2430000	1730000	1740000	2270000	132000	0	9141	0	31128	12652	0	0	0	0	0	0	4532972	5485792	3627381	108430	12299499	1770052	0	0	1726516	47128	14593	0	0	4548715	4725994
12148	4.88	695.1856	570000	616000	570000	541000	452000	0	0	9141	0	0	3167	0	0	0	0	0	0	851897	981735	1003225	3293355	1821292	3068735	0	0	550029	3047	1056	0	0	945619	2727794
12149	8.73	695.1897	38500	60700	66000	48100	72400	181000	71000	222465	18234	81921	94578	0	0	0	0	0	15033	0	0	0	14223	14686	34093	0	0	57136	158235	64911	0	5011	0	21001
12150	8.63	695.1947	39200	102000	89000	96100	74300	30700	134000	223272	27857	83466	322694	0	0	0	0	0	11231	0	0	0	23942	18320	36787	0	0	80160	129292	144672	0	3744	0	26350
12151	6.74	695.1984	40900	41800	32200	8190	0	125000	53000	107455	0	55111	53695	47745	0	13760	8812	0	9801	0	0	0	0	0	0	0	0	24616	95003	36269	20502	6204	0	0
12152	5.95	695.2202	24200	30200	13800	11900	15100	58800	88100	49530	47707	102049	131569	0	0	0	36215	0	51986	0	0	0	0	0	0	0	0	19040	65452	93775	0	29400	0	0
12153	0.80	695.2244	0	33300	0	0	0	0	0	0	0	0	0	0	13955	0	118458	0	192934	0	0	0	0	0	24720	0	0	6667	0	0	4652	103797	0	8240
12156	4.98	696.1860	144000	198000	200000	224000	125000	0	0	0	8039	6958	9085	0	0	0	0	0	0	287724	362451	343431	125241	96923	99237	0	0	178356	0	8027	0	0	331202	107134
12157	14.73	696.2382	0	24800	12200	0	16200	69200	130000	119141	0	54029	98380	0	0	24416	15325	0	40120	0	0	0	0	0	0	2620	0	10660	106168	50803	8139	18482	0	0
12158	0.62	696.9791	101000	211000	195000	169000	0	247000	511000	182088	0	3208	0	840143	663472	656234	3705	0	2821	0	174006	0	0	0	0	0	0	135055	313238	1069	719950	2175	58002	0
12159	7.12	697.1204	0	0	0	0	0	10200	26400	41083	0	0	0	0	0	0	0	0	0	0	9996	7131	0	0	0	0	152009	0	25910	0	0	0	5709	0
12160	5.37	697.1498	0	17800	22400	8130	33000	29500	0	0	0	46613	7735	0	0	0	58330	0	0	17184	18086	13546	88549	114152	84512	0	0	16261	9819	18116	0	19443	16272	95738
12161	2.29	697.1585	785000	901000	791000	534000	471000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1047141	1374363	639739	0	0	696543	0	0	0	0	0	1020414
12162	2.20	697.1587	790000	835000	848000	739000	555000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1158457	1341209	1354079	0	0	753486	0	0	0	0	0	1284582
12163	6.12	697.1937	125000	99600	98400	24100	17000	6670	0	26216	12738	43398	35078	9666	53323	47250	130772	33908	136711	322279	475659	141978	1237	459216	12831	0	1458151	72866	10962	30405	36746	100464	313305	157761
12164	5.18	697.1978	60300	71700	127000	130000	68800	0	26700	37476	56888	118283	49614	9349	0	0	0	0	89530	307568	168340	836908	418441	11455	3375081	0	0	91501	21400	74928	3116	29843	437605	1268326
12165	5.08	697.2192	59700	65900	54900	37200	91100	0	9070	0	0	2032	1186	1301	0	0	15457	0	8208	139172	277228	355544	252913	270725	327119	0	0	61743	3023	1073	434	7888	257315	283586
12166	4.99	697.2197	74100	108000	80300	98100	71800	0	9070	0	0	2032	1186	0	0	0	15457	0	33932	265683	427445	238116	714301	523865	644472	0	0	86528	3023	1073	0	16463	310415	627546
12167	6.18	697.3281	39500	30300	43300	24700	27000	0	12600	0	50350	72770	42620	0	0	0	0	8352	0	71952	99754	61398	184275	107152	73303	0	0	32960	4195	55247	0	2784	77702	121577
12168	15.65	697.4285	12500	50800	62800	42300	79200	50700	48100	51029	75662	71061	20664	29228	71236	62956	22701	0	77251	0	0	0	0	0	0	1442	0	49512	49936	55795	54473	33317	0	0
12169	5.38	698.1949	42000	56300	74900	55800	72300	12800	16400	9412	8223	111505	54556	0	0	0	0	0	0	143829	122029	83543	862778	99341	814962	0	0	60247	12873	58095	0	0	116467	592360
12170	15.66	698.2546	61000	75100	56500	86000	30300	328000	241000	183825	138221	289352	315389	0	0	0	0	5803	0	7312	0	3192	0	1252	0	0	5229	61763	250759	247654	0	1934	3501	417
12171	14.49	698.3992	0	46100	49600	49600	49900	36100	16300	30851	69081	65723	38168	0	0	6220	26628	0	0	0	0	0	4058	0	0	0	0	39043	27761	57657	2073	8876	0	1353
12172	5.58	699.1356	0	0	0	22000	0	0	0	0	0	0	0	0	0	0	0	0	0	1956	0	0	10479	9364	0	0	1636121	4402	0	0	0	0	652	6614
12173	5.34	699.1791	593000	702000	593000	701000	497000	0	18700	0	488122	1497386	700388	0	0	0	0	0	0	623752	480	574	69528	2434017	3417	0	42374	617384	6223	895299	0	0	208269	835654
12174	5.65	699.2142	36300	45600	45400	46200	33900	14200	0	8435	70187	48643	45731	95161	101588	85489	112541	18924	121112	38208	55297	26761	189342	175515	389111	2836	0	41466	7535	54854	94079	84192	40089	251323
12175	5.85	699.2144	170000	216000	186000	197000	222000	14200	0	8435	438495	795665	45731	95161	1757	90465	121417	18924	382758	39711	0	31213	55890	22817	10888	0	6035	198432	7535	426630	62461	174366	23641	29865
12176	6.32	699.2863	39100	25500	49000	49700	10900	0	0	0	0	10515	19289	0	0	0	0	0	8539	32518	45367	36755	72726	297399	20324	0	0	34834	0	9935	0	2846	38213	130150
12177	4.86	699.3285	234000	218000	175000	202000	140000	234000	181000	252712	12367	8010	18720	410948	41136	41654	511487	141290	36353	59474	392793	349527	56050	24161	44010	15551	0	193714	222801	13032	164580	229710	267265	41407
12180	0.59	700.7158	0	0	0	0	13100	0	0	0	0	29473	49467	0	0	0	32506	8931	294684	0	0	0	0	0	13806	489	0	2625	0	26313	0	112041	0	4602
12183	0.61	700.9880	0	0	0	0	22200	49700	92800	0	0	0	0	56695	48703	0	0	9872	0	663864	453554	191225	0	0	0	0	0	4434	47498	0	35133	3291	436214	0
12184	0.60	701.1151	132000	52100	96200	85400	18000	20900	43200	88441	18227	43984	20138	165400	283553	119897	0	14349	112343	0	0	0	0	0	12143	0	0	76836	50849	27450	189616	42231	0	4048
12185	5.49	701.2305	101000	97200	151000	55400	76900	87200	0	6673	0	0	0	0	0	0	10464	0	11494	155409	904	166894	13815	1961	56777	0	0	96383	31296	0	0	7319	107736	24184
12187	1.56	702.7161	0	0	1230	0	0	0	5600	0	0	0	0	0	7680	4540	0	0	133657	0	0	0	0	0	0	4166	0	246	1867	0	4074	44552	0	0
12189	5.65	703.0871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9932	0	0	37511	28116	123907	0	8456	0	0	0	0	0	3311	63178
12190	5.28	703.1341	0	0	5170	0	0	0	0	0	0	7366	0	0	0	0	0	0	0	0	6539	0	51783	63305	6611	0	285752	1035	0	2455	0	0	2180	40567
12191	6.40	703.2028	3970	44200	22200	37500	42600	0	0	3160	0	11542	0	40824	110091	80568	140104	53480	165940	0	0	0	0	0	5673	0	79324	30076	1053	3847	77161	119841	0	1891
12192	15.64	703.4499	98500	197000	6150	213000	132000	94600	172000	216123	220561	214053	212369	0	13072	0	0	0	14090	0	0	0	6666	0	0	0	0	129352	160978	215661	4357	4697	0	2222
12193	14.72	704.3972	116000	81000	70700	36800	30000	110000	121000	58066	0	113386	128601	125560	69729	159900	46872	0	84159	0	0	0	0	0	0	0	0	66929	96535	80662	118396	43677	0	0
12194	16.13	704.4316	0	0	0	0	0	0	0	47412	250736	373505	288175	0	0	0	0	0	2754	0	0	0	82231	0	0	0	0	0	15804	304138	0	918	0	27410
12195	0.59	704.8059	59300	208000	209000	170000	118000	183000	224000	172783	0	0	0	265803	467939	0	0	0	3797	0	12086	19027	7561	0	0	5053	63765	152924	193035	0	244581	1266	10371	2520
12197	5.15	705.0856	0	0	21300	0	9850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8966	91445	71374	141201	0	0	6223	0	0	0	0	2989	101340
12198	5.10	705.1824	14000	31900	38700	18800	35500	0	0	0	779	42972	5384	0	0	1173	0	0	3494	124944	195702	115248	314760	465217	515337	0	65888	27773	0	16379	391	1165	145298	431771
12202	14.92	706.2682	91200	117000	43600	2380	114000	331000	644000	516929	42727	318169	142619	52917	6735	131899	66060	0	134436	2248	0	2425	2623	5782	0	2096	8460	73708	497361	167838	63850	66832	1558	2802
12206	5.51	707.1457	105000	165000	137000	133000	136000	0	0	0	0	0	0	0	0	0	43100	0	66457	114725	289237	178687	678943	49589	965855	0	10897	135002	0	0	0	36519	194216	564796
12207	5.25	707.1807	11400	180000	29500	175000	35500	0	0	0	81687	574017	112421	0	0	0	0	0	0	36024	68513	0	35612	294923	151376	0	0	86195	0	256042	0	0	34846	160637
12209	0.73	707.1844	81300	0	0	0	0	0	0	0	132313	428057	123536	0	0	0	89663	194561	68146	0	0	0	996652	102485	253218	0	0	16261	0	227969	0	117456	0	450785
12210	6.89	707.2354	0	0	0	8330	0	0	0	0	8174	6933	0	0	0	0	0	0	192443	0	0	2091	3134	0	0	519	0	1667	0	5036	0	64148	697	1045
12211	5.48	708.1488	16500	37100	38300	28000	43500	0	0	0	0	0	0	0	0	0	0	0	0	28833	95394	52358	223968	245533	316350	0	0	32689	0	0	0	0	58862	261951
12212	15.67	708.2828	211000	172000	215000	206000	120000	969000	742000	495511	516650	1270523	1572834	0	0	0	6539	0	0	0	0	994	0	0	7342	0	0	184956	735376	1120003	0	2180	331	2447
12213	15.03	708.4259	0	0	0	0	0	0	0	0	189441	24688	0	5859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71376	1953	0	0	0
12216	5.99	709.1199	197000	246000	181000	210000	252000	0	0	0	0	0	0	309369	469204	586080	576802	245267	841608	30579	25337	27991	55720	100900	26665	0	0	217007	0	0	454884	554559	27969	61095
12217	5.69	709.1596	0	0	8800	12500	24200	0	0	0	17324	20603	35923	0	0	0	42032	0	0	0	6008	3891	145361	1263	167415	0	59995	9093	0	24617	0	14011	3300	104680
12218	6.70	709.1928	13200	0	6280	30800	0	97700	0	15002	9172	0	0	0	0	0	0	8625	0	0	4124	0	0	0	0	0	0	10045	37554	3057	0	2875	1375	0
12219	5.53	709.1960	62300	0	2760	11000	29600	0	0	0	84023	36423	62481	0	0	0	1491	0	2283	103492	267955	89797	646250	218161	1006193	1059	20455	21132	0	60976	0	1258	153748	623535
12220	5.69	709.2177	0	54000	0	51000	2140	1580	0	0	8612	3938	4042	159968	211137	159054	85291	11955	30560	5706	16804	964	55786	35519	84827	1791	151503	21423	527	5531	176720	42602	7824	58711
12221	6.20	709.2718	123000	114000	140000	87300	88400	0	0	3534	0	0	0	130871	216777	233615	321986	130347	518548	9655	3692	0	0	0	0	0	0	110599	1178	0	193755	323627	4449	0
12222	16.81	709.4650	0	0	0	0	0	30700	66500	97845	0	0	42807	0	0	0	976	0	0	0	0	0	2936	0	0	0	0	0	65029	14269	0	325	0	979
12223	5.40	710.1776	20600	26400	37000	39100	51200	0	0	0	13579	10379	0	0	0	0	0	0	0	30814	47817	53871	453545	238496	433035	0	6082	34858	0	7986	0	0	44167	375025
12224	4.95	710.2004	0	6850	0	0	0	0	8450	0	0	0	0	801	0	890	2631	0	2010	11901	32929	0	130489	72543	115437	0	0	1370	2816	0	564	1547	14943	106156
12225	14.14	710.3839	0	0	0	0	0	0	117000	0	0	79565	0	66094	49490	45789	57511	0	50152	0	0	0	0	0	0	260	0	0	39143	26522	53791	35888	0	0
12227	6.13	711.1386	14900	53500	0	28500	23600	0	0	0	0	0	0	22240	65788	42028	80319	31942	95933	0	0	0	0	0	0	0	13391	24106	0	0	43352	69398	0	0
12228	5.71	711.1390	83000	112000	58700	136000	59700	0	0	0	0	0	0	206576	207567	183342	194323	97654	301381	116303	164187	125097	204299	213132	99355	0	247030	89722	0	0	199162	197786	135196	172262
12230	5.25	711.1747	216000	312000	281000	274000	197000	0	0	0	0	0	1207	7789	0	8586	0	0	0	181000	118486	111380	3392261	2712078	2570876	1753	130261	255867	0	402	5458	0	136955	2891739
12232	4.97	711.1807	35100	101000	53600	31300	48400	0	0	0	0	0	0	8159	0	8286	0	0	0	201958	229330	165124	492715	390981	517571	2438	0	53963	0	0	5482	0	198804	467089
12233	5.36	711.2165	3710	48800	40900	2480	4440	7580	9040	28701	1345	2725	5139	0	0	4189	132693	8347	233832	114127	5730	98433	7331	8884	11480	2947	0	20069	15106	3070	1396	124957	72763	9232
12234	5.21	711.2379	142000	186000	173000	155000	187000	1370	1500	1635	8648	32781	30467	13078	0	5823	10010	0	13391	112108	562808	250154	726453	294872	1028535	0	0	168550	1503	23965	6300	7800	308357	683287
12235	5.41	711.2382	29000	64400	62600	60600	41900	1370	1500	1635	8648	33282	30467	13078	0	10838	4341	0	9008	79313	268231	145737	505331	400989	313375	1301	0	51729	1503	24132	7972	4450	164427	406565
12236	5.87	711.2506	820000	770000	311000	560000	277000	0	0	0	1418191	3853310	3518264	0	0	9405	49518	19094	63417	448328	581067	469462	2249573	2037389	2214200	4025	0	547507	0	2929922	3135	44010	499619	2167054
12238	5.76	712.1919	66700	21300	22400	32000	42300	0	0	0	69965	94445	68457	0	0	0	10625	912	63024	0	55050	0	11347	24990	27329	0	7580	36930	0	77622	0	24854	18350	21222
12241	6.07	713.1937	13700	28800	25400	48200	56700	0	0	0	12505	19234	18869	0	0	39259	54195	0	60861	82615	183133	98583	290119	134196	116409	0	30775	34553	0	16870	13086	38352	121444	180241
12242	6.54	713.2298	592000	1200000	896000	828000	765000	37900	26200	11034	0	50758	56804	1285101	2010623	1974303	2569488	1472254	4206280	0	0	0	1551	0	1248	0	0	856910	25070	35854	1756675	2749341	0	933
12243	6.46	713.2309	582000	834000	732000	10200	794000	42800	22900	9204	0	10135	33795	17998	1689342	1550701	2391358	686500	2228533	0	0	0	1551	0	0	0	0	590239	24964	14643	1086014	1768797	0	517
12244	6.42	713.2659	23000	68500	58900	82200	9490	0	6810	0	0	920	0	64973	21999	107389	291354	41051	407715	5462	0	0	43518	8387	0	2239	0	48416	2270	307	64787	246707	1821	17302
12245	5.82	714.1884	13100	12200	23300	4500	6380	0	0	0	6899	9427	0	0	0	0	51705	0	0	19394	27258	72287	391000	66641	300351	0	0	11898	0	5442	0	17235	39646	252664
12246	4.88	714.2113	0	0	0	8090	0	0	0	0	0	0	0	0	0	0	0	7579	0	0	23203	11567	144603	76455	120796	0	0	1618	0	0	0	2526	11590	113951
12247	14.48	714.4064	13300	26300	34300	15900	33300	124000	36400	21729	89305	387034	5856	9923	5244	34185	27435	8181	301778	0	28130	12295	54504	0	0	1949	0	24640	60750	160732	16451	112465	13475	18168
12248	14.73	714.4187	149000	729000	516000	643000	516000	631000	1040000	571168	187258	838462	705747	541491	286555	765644	387764	3181	661151	0	9998	5544	16064	0	0	769	0	510583	746235	577156	531230	350699	5181	5355
12252	5.91	715.1666	0	2560	1750	852	0	0	1060	2383	0	0	1098	4837	4013	6141	1709	0	2041	0	1253	1006	0	0	0	0	152512	1032	1148	366	4997	1250	753	0
12253	6.00	715.1903	10100	38300	24100	12200	10900	0	11600	36288	0	14827	7484	47245	101098	73704	44654	0	35835	7457	33604	18299	5766	7649	26517	0	3107	19129	15949	7437	74016	26830	19787	13311
12254	5.17	715.2116	43800	159000	92500	88200	145000	1450	0	0	0	0	0	0	0	0	0	0	4014	402078	672852	306450	114132	926156	976533	0	0	105788	484	0	0	1338	460460	672274
12256	15.68	716.4553	25500	96600	56100	117000	63800	38700	22100	29630	75580	91257	86167	0	0	0	0	3015	0	0	0	0	0	0	0	0	0	71721	30134	84335	0	1005	0	0
12257	0.59	716.6876	0	0	0	0	0	0	0	0	0	23629	15305	0	0	0	0	14450	167218	0	9229	0	0	0	6424	0	0	0	0	12978	0	60556	3076	2141
12260	0.62	716.9966	0	32400	0	0	0	0	74300	0	0	0	0	78402	153491	0	0	0	0	789442	1388671	144615	0	0	0	878	0	6488	24754	0	77298	0	774242	0
12261	0.60	717.0925	20300	12500	18000	17700	10000	0	0	0	30551	123122	41443	0	0	0	306068	30033	351586	0	0	0	17568	15596	27686	0	0	15703	0	65039	0	229229	0	20283
