ID	Rt	Mz	QC1-NEG	QC2-NEG	QC3-NEG	QC4-NEG	QC5-NEG	VA1EE1-NEG	VA1EE2-NEG	VA1EE3-NEG	VA1EM1-NEG	VA1EM2-NEG	VA1EM3-NEG	VB1EE1-NEG	VB1EE2-NEG	VB1EE3-NEG	VB1EM1-NEG	VB1EM2-NEG	VB1EM3-NEG	VC1EE1-NEG	VC1EE2-NEG	VC1EE3-NEG	VC1EM1-NEG	VC1EM2-NEG	VC1EM3-NEG	BLK	MIX	QC	VAEE	VAEM	VBEE	VBEM	VCEE	VCEM
5346	12.57	299.2594	7330	18100	5840	6250	6070	0	0	0	34692	53193	60703	0	47126	0	0	0	107276	0	0	0	0	0	0	3307	0	8725	0	49529	15709	35759	0	0
5356	3.11	299.9490	83800	66400	52700	41500	49200	101000	77800	148715	86845	176176	168471	0	0	0	0	0	0	0	0	0	13296	17516	16471	0	30985	58732	109242	143831	0	0	0	15761
5357	1.81	300.0352	11000	72300	9360	73000	69800	9650	8640	11534	0	9501	45465	0	0	0	26484	0	18362	9050	22407	0	0	19251	17780	0	271083	47112	9939	18322	0	14949	10486	12344
5360	6.32	300.0637	63000	71400	109000	15900	53600	0	46600	0	11078	0	0	2907	15405	0	153467	70706	0	133928	717841	482440	101013	80469	30916	0	88870	62610	15518	3693	6104	74724	444736	70799
5361	10.62	300.0674	88400	111000	150000	161000	155000	346000	410000	359234	229528	339395	408451	14975	13460	15405	25123	8230	33212	6886	0	3431	17358	0	0	7017	0	133076	371692	325791	14613	22188	3439	5786
5362	0.74	300.0725	289000	151000	527000	61300	143000	0	0	0	23905	26760	30076	738947	67047	801358	1166737	347915	1561348	63549	213534	0	555211	96912	185663	0	13608	234260	0	26914	535784	1025333	92361	279262
5363	5.57	300.0957	0	24400	47900	0	5330	137000	10900	9193	0	0	98166	0	13255	0	0	0	1202	0	0	1298	0	0	0	0	0	15524	52240	32722	4418	401	433	0
5364	0.66	300.1018	1040000	221000	1080000	729000	482000	92200	189000	685968	2288412	4460944	1226549	667930	460504	565258	191033	634861	1369480	0	0	0	0	0	0	0	0	711535	322474	2658635	564564	731791	0	0
5367	4.94	300.1932	40600	47300	66600	60800	45800	87800	108000	123560	0	20540	6504	0	0	0	0	0	0	69609	117674	94894	13871	13362	20384	0	0	52229	106312	9015	0	0	94059	15872
5374	5.37	300.9988	31400	17400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22708	11080	10643	0	0	0	0	4389142	9767	0	0	0	0	14810	0
5375	3.92	301.0148	61500	55400	52200	58700	75100	0	45800	0	9895	19171	26674	51957	46699	37956	33697	19499	49925	336576	324591	201135	11477	15014	19136	0	2281009	60594	15277	18580	45537	34374	287434	15209
5376	1.60	301.0322	232000	252000	259000	267000	281000	344000	168000	412666	100864	152855	192567	42031	53826	45212	148634	52986	165224	107771	89556	21593	101099	42428	89459	0	1013847	257970	308369	148762	47023	122281	72973	77662
5377	6.66	301.0358	43100	601000	495000	566000	500000	8560	0	0	0	0	0	1008496	1412827	1434336	1638449	20126	1968955	1217928	707630	639026	0	0	0	0	105614352	440934	2854	0	1285219	1209177	854861	0
5378	5.85	301.0359	424000	823000	664000	793000	627000	25500	13400	0	26766	0	8167	2342700	2890064	2314000	1991445	328377	2537982	9091	0	10078	0	0	10085	5839	59763	666310	12989	11645	2515588	1619268	6390	3362
5379	5.78	301.0717	81400	132000	104000	89400	55200	267000	418000	8250	9637	97806	142370	159366	174385	212725	120188	28582	140376	235051	391900	142153	0	0	0	0	158457	92495	231165	83271	182159	96382	256368	0
5380	6.79	301.0717	19100000	16100000	15700000	9310000	16600000	538000	182000	87845	155211	1079032	1392795	4407878	2278486	1154734	285168	123628	3031451	25348760	57482832	76971064	4422386	7049598	763240	7213	474177	15356777	269210	875679	2613700	1146749	53267552	4078408
5381	6.56	301.0718	556000	123000	663000	115000	150000	95700	78500	30596	19724	35433	1392795	26446	15939	44237	18984	123628	53612	5442530	5721584	609815	277981	121236	10150	11034	586753	321331	68271	482651	28874	65408	3924643	136456
5382	6.17	301.0718	789000	1160000	1270000	1240000	1290000	3660000	3580000	3978511	469108	773991	776594	153397	99651	113258	219563	33452	184170	998344	1252165	848196	15509	20810	14210	0	564894	1148832	3737762	673231	122102	145728	1032902	16843
5383	7.36	301.0718	361000	339000	9670	332000	386000	14500	234000	9647	0	0	85216	80967	106143	166934	56342	37101	56510	14337	2109553	84227	0	10711	0	0	11203	285475	86110	28405	118015	49984	736039	3570
5384	6.07	301.0718	218000	251000	176000	266000	220000	792000	312000	815686	131354	119120	67637	84965	81560	83300	145773	29264	136291	162778	320505	128399	35735	20810	14210	0	230934	226345	639892	106037	83275	103776	203894	23585
5386	5.08	301.1076	51700	53400	48500	39500	51400	186000	181000	129540	0	1169	46583	1059	4177	1388	16460	0	13593	0	0	0	8012	12739	16279	0	0	48890	165515	15917	2208	10018	0	12343
5387	5.21	301.1087	151000	192000	165000	195000	219000	342000	851000	1183357	0	0	46583	1059	4177	1388	16460	0	13593	0	0	0	9906	12739	16279	0	0	184581	792177	15528	2208	10018	0	12975
5388	7.02	301.1090	119000	89200	233000	113000	100000	88100	908000	78736	123330	164640	493878	81095	62423	109030	116477	9040	212518	46017	76256	80416	73079	87090	9254	33043	0	130958	358428	260616	84183	112679	67563	56474
5389	9.37	301.1114	425000	471000	449000	475000	495000	992000	1170000	819962	31020	66196	25811	854503	20094	57041	569330	279333	57409	48254	356609	418580	33201	32066	31344	24720	0	463053	994341	41009	310546	302024	274481	32204
5396	6.37	301.2018	11800	0	9380	16600	0	67300	72500	40391	8902	0	14746	0	0	16361	8880	0	13946	0	0	0	0	0	0	0	89141	7561	60068	7883	5454	7609	0	0
5397	7.55	301.2019	43200	53000	49900	45700	8260	42900	166000	178699	30918	36572	13883	3008	14897	0	11202	0	45121	36826	38112	28054	8551	9725	0	8657	0	40028	129285	27124	5968	18774	34330	6092
5398	15.63	301.2391	10100	8050	53900	117000	9100	214000	25800	314396	8524	259181	12722	45880	67157	57470	8664	6186	9290	0	15887	8224	9201	11389	0	11403	0	39712	184760	93476	56836	8047	8037	6863
5400	2.40	301.8984	0	0	0	0	0	0	0	0	0	0	0	1564	0	2690	0	0	0	0	0	0	0	51053	0	0	100343	0	0	0	1418	0	0	17018
5403	4.47	301.9283	343000	365000	436000	301000	310000	64600	31000	58030	15150	25067	41808	58546	36670	75486	68057	25890	115564	909927	850311	667349	571936	957155	472930	1553	123790	350960	51202	27342	56900	69837	809196	667340
5404	4.25	301.9283	539000	317000	436000	290000	4150	73300	156000	1144	3745	71109	44555	83289	73813	75486	87300	15094	115564	723234	597849	444866	479101	957155	366878	1553	123790	317102	76844	39803	77529	72653	588649	601045
5405	4.90	301.9653	77000	76900	72100	70800	51200	138000	92900	118784	95369	118533	99948	0	0	0	0	0	9269	0	0	0	0	0	0	0	0	69591	116585	104616	0	3090	0	0
5406	1.09	302.0451	0	10200	11300	0	0	51200	0	0	100321	11498	156009	0	0	13928	0	9671	0	10726	0	0	0	0	0	0	20972	4298	17059	89276	4643	3224	3575	0
5407	0.70	302.0661	14800	23100	26200	17700	16800	0	84900	67599	488153	834814	1425212	9572	0	0	20353	464142	16333	76621	73188	0	72542	765210	66081	4790	0	19713	50830	916060	3191	166943	49936	301278
5408	6.27	302.0750	106000	184000	220000	197000	210000	582000	597000	99737	70359	120653	1208	12975	14958	19664	38159	0	41004	179887	145942	118060	0	0	0	0	131567	183393	426122	64073	15866	26387	147963	0
5410	0.76	302.0987	0	0	31000	10900	48400	0	47200	0	78840	68277	106927	0	0	92532	0	0	0	0	54006	0	331023	220061	223061	0	0	18074	15749	84681	30844	0	18002	258048
5412	0.58	302.1360	46000	91800	157000	166000	49800	65100	75800	105124	283832	326405	163440	32798	101753	62806	113808	62412	324946	23214	19492	36806	151747	191821	224704	1263	0	102232	81997	257893	65786	167055	26504	189424
5416	4.32	302.9370	26300	26900	21300	23000	13400	0	7790	6949	7087	0	0	0	5445	0	0	0	0	62480	48558	47253	8223	67832	25597	3129	386635	22185	4914	2362	1815	0	52764	33884
5418	2.59	302.9757	36000	27900	45900	15200	35200	33700	38100	32855	0	7709	9503	70958	59707	77021	29209	8869	51698	102812	81695	82202	0	0	0	0	76059	32030	34874	5737	69229	29925	88903	0
5419	5.89	302.9759	41200	26200	79800	30000	43900	82400	121000	58244	9138	0	11524	15161	18941	32888	60586	0	48818	0	0	0	0	0	0	0	286008	44194	87376	6887	22330	36468	0	0
5421	5.96	303.0507	1060000	1090000	1060000	904000	53100	54600	49000	0	79910	70363	79246	53603	73171	432952	54697	451895	3637676	87158	5182936	230220	0	65485	44043	23005	2552135	832902	34545	76507	186575	1381423	1833438	36509
5422	5.43	303.0509	278000	397000	333000	138000	145000	0	1440	6170	0	3403	0	29667	124772	105332	50837	19306	114143	2589991	438641	2463296	0	0	0	0	84230	258315	2538	1134	86590	61428	1830642	0
5423	4.92	303.0510	173000	211000	163000	209000	184000	0	1440	6170	0	3403	0	14060	3636	11468	0	0	14762	413348	417956	429221	0	0	11295	0	382197	188125	2538	1134	9721	4921	420175	3765
5424	5.37	303.0520	278000	402000	333000	510000	145000	0	1440	6170	0	3403	0	11844	124772	105332	50837	19306	251424	2590621	2989770	2262496	0	0	11295	0	84230	333575	2538	1134	80649	107189	2614296	3765
5425	0.61	303.0533	34100	28100	66400	93300	15100	116000	0	92983	0	0	0	16949	121372	52159	135971	92031	414431	582676	0	0	0	0	0	20230	49790	47403	69598	0	63493	214145	194226	0
5426	6.37	303.0871	639000	775000	763000	628000	491000	16300	11700	11857	0	6222	3247	99954	131470	83153	167521	9911	214962	1898299	702190	2576097	0	0	0	0	204156	659216	13299	3157	104859	130798	1725529	0
5427	5.42	303.0871	1230000	2200000	1160000	1610000	235000	350000	447000	6240562	469765	554735	1176470	261006	221010	407319	725474	176887	811094	2279034	3983967	1736594	15319	45198	10954	0	1596292	1287702	2345961	733657	296445	571151	2666532	23824
5429	5.78	303.0881	94600	105000	11800	35600	13400	103000	4490000	336470	452414	19176	22903	30088	9692	177011	392806	18740	52358	321765	2257548	428277	12802	13650	14621	2530	14208	52127	1644912	164831	72264	154635	1002530	13691
5430	5.90	303.1245	356000	630000	94300	624000	604000	2410000	1730000	49489	260316	1652062	1986091	0	0	0	0	6828	40314	3377	4541	0	118063	73270	84403	0	0	461587	1396812	1299490	0	15714	2639	91912
5432	5.15	303.1447	9910	46700	10300	9970	11700	68800	8520	9185	8154	8488	7338	86427	156490	45593	106383	29872	62123	0	7445	0	0	9298	10720	2673	0	17729	28848	7993	96170	66126	2482	6673
5434	6.12	303.2174	13300	111000	69100	78800	88700	349000	86900	428516	8831	76121	60715	10362	25027	12324	20416	13346	56585	25998	17983	10111	0	0	0	0	0	72252	288200	48556	15904	30116	18031	0
5435	6.01	303.2184	223000	217000	203000	209000	171000	533000	441000	581170	119884	71006	317942	1122	0	12324	10908	0	31724	0	0	10111	0	0	0	0	0	204593	518155	169611	4482	14211	3370	0
5436	6.40	303.2184	101000	113000	96900	110000	104000	278000	224000	166655	10502	18279	35642	31037	51674	45723	30203	13346	71553	20799	17983	10574	0	0	0	4430	0	104894	222861	21474	42811	38367	16452	0
5437	7.28	303.2186	36100	54100	30600	24900	25800	205000	200000	194779	9800	29261	11855	0	0	0	0	0	0	0	0	0	0	0	0	0	1650	34282	200133	16972	0	0	0	0
5442	1.45	303.9446	899000	700000	45700	581000	24100	1270000	1630000	1068094	337483	430863	649217	78939	76459	89637	514909	20528	488771	197541	171528	43910	231651	1270990	135051	0	348831	449768	1321881	472521	81678	341403	137660	545897
5443	1.56	303.9447	899000	587000	713000	596000	761000	981000	1340000	1638129	109471	226699	296423	114489	53312	28552	206962	232963	163680	144696	166883	115898	179370	124902	150803	0	1055128	711269	1320709	210864	65451	201202	142492	151692
5444	0.75	303.9522	495000	677000	630000	524000	436000	176000	311000	203236	508232	700836	290130	304732	214574	201358	598064	283358	750403	289090	696032	593108	912795	765331	1032446	0	89178	552541	230193	499733	240221	543942	526077	903524
5445	2.34	303.9887	97800	74500	112000	93100	131000	175000	205000	340949	14089	63365	40733	73582	57403	60015	86705	9294	70422	112519	151242	131046	0	0	0	0	0	101562	240479	39396	63667	55474	131602	0
5446	0.99	304.0790	48800	58900	38500	55000	47500	50600	13900	20222	16692	11269	31347	11054	16048	9937	11350	12461	13550	11887	0	12716	14233	18962	36192	0	0	49755	28249	19769	12346	12453	8201	23129
5459	1.05	304.9913	109000	92900	98700	106000	102000	88200	120000	30581	0	11659	58927	71105	27460	17907	132193	61897	107224	92277	84342	20643	16682	25742	14004	0	10721	101666	79479	23529	38824	100438	65754	18809
5460	4.45	304.9919	229000	245000	273000	219000	221000	44500	45900	81244	11075	12054	18309	39314	61693	60968	50511	10639	44650	348898	324425	311575	264550	327036	269474	0	137097	237242	57229	13813	53992	35267	328299	287020
5461	2.19	304.9970	235000	75600	70900	170000	163000	290000	364000	404043	17389	13897	10374	12807	8831	103119	46726	19415	80490	265664	307390	203372	89659	66934	124356	0	0	142858	352460	13887	41586	48877	258809	93650
5462	0.74	305.0128	12000	0	18000	0	0	0	0	0	272455	4224	0	9376	0	14113	0	0	468007	0	0	0	488683	592285	214700	0	0	5987	0	92226	7830	156002	0	431889
5464	0.64	305.0484	38600	179000	65300	64400	0	156000	157000	204322	25713	28474	34705	76513	80422	103917	122139	0	79427	53813	100788	54030	8735	0	0	2969	735394	69419	172338	29631	86951	67189	69544	2912
5465	7.35	305.0583	144000	165000	124000	155000	118000	257000	489000	781051	62674	154615	139682	0	0	0	43889	0	77403	0	0	0	0	0	0	359	0	141180	509119	118990	0	40431	0	0
5466	0.63	305.0696	0	186000	176000	144000	302000	486000	240000	33962	9860	92046	72879	26147	240527	167099	0	0	0	289073	112444	0	0	59612	93871	14723	0	161625	253215	58262	144591	0	133839	51161
5467	2.90	305.0785	534000	608000	578000	599000	640000	128000	638000	862416	1184072	2421936	846695	8206	9324	74873	121252	39624	143232	39191	34173	0	239787	237211	478710	3333	7685	591862	542777	1484235	30801	101369	24454	318569
5468	5.22	305.0785	88500	90700	77700	79200	274000	108000	260000	263538	67093	2347943	380673	127790	133909	142087	171120	136750	404174	61670	115719	101375	126866	12924	148366	2285	1016480	122092	210624	931903	134595	237348	92921	96052
5469	5.37	305.0797	64600	239000	288000	260000	2670	78900	260000	263538	67093	407409	209850	105851	112847	92881	786792	99866	598883	1518	4262	1992	126866	12924	148366	2285	1929	170904	200958	228117	103860	495181	2591	96052
5470	7.42	305.1036	362000	553000	264000	479000	413000	0	0	0	0	0	0	706233	960020	900374	1836622	8810	2183394	0	0	0	0	99528	0	0	1978	413933	0	0	855543	1342942	0	33176
5472	6.10	305.1608	118000	128000	98200	132000	12200	40300	28300	58476	84490	85438	159041	9862	78116	12237	274597	144491	382723	0	9649	9856	43073	77244	28029	0	0	97512	42389	109656	33405	267270	6502	49449
5473	8.52	305.1760	33400	0	25500	12900	13400	111000	112000	117349	13079	36451	54429	0	0	8627	0	2717	10721	0	5851	0	0	0	0	0	0	17048	113412	34653	2876	4480	1950	0
5478	1.52	305.9421	275000	187000	235000	151000	223000	398000	501000	249153	107529	116914	180164	8687	16471	17373	115706	68489	115946	49472	37783	19427	55085	42154	42552	0	298332	214351	382740	134869	14177	100047	35561	46597
5479	0.58	306.0114	0	53900	25700	57200	42600	37800	113000	175164	62530	94591	46997	9469	0	0	0	0	0	0	0	0	0	0	0	1150	0	35858	108628	68039	3156	0	0	0
5481	0.79	306.0450	2370	2200	62100	91800	1710	0	1600	1530	464142	13982	491130	2343	0	1375	82473	20525	201440	17828	0	0	199993	852099	191194	0	874047	32034	1043	323084	1239	101479	5943	414429
5482	3.70	306.0814	46900	62500	45100	102000	102000	69400	93300	117946	127885	250932	225113	0	0	0	6843	6818	68092	0	0	0	84646	34722	77093	3419	12971	71670	93547	201310	0	27251	0	65487
5483	0.64	306.0879	0	265000	21900	180000	0	187000	141000	0	39525	0	3221	606637	396326	446744	0	261028	274901	251514	371459	207359	5417	4485	6377	0	0	93330	109276	14249	483236	178643	276777	5426
5486	9.42	306.2074	51500	59400	73600	73700	70800	131000	167000	160952	0	0	0	194327	0	0	149378	72618	0	0	103302	136789	0	0	0	0	0	65777	152973	0	64776	73999	80030	0
5510	0.73	306.9836	352000	694000	603000	575000	647000	129000	1130000	1585236	0	0	0	835717	465575	1381869	0	0	0	249018	3351713	1356366	0	0	0	17023	23460	574164	949132	0	894387	0	1652366	0
5511	1.52	307.0078	196000	195000	202000	175000	178000	398000	369000	227120	52076	79806	102698	13490	25934	0	95394	18095	118491	63549	62200	18723	51364	49427	71671	0	169822	189190	331457	78193	13142	77327	48157	57487
5512	6.88	307.0433	0	0	0	0	0	0	0	0	0	0	0	8166	0	0	0	0	0	80580	76195	0	0	14412	5595	0	316736	0	0	0	2722	0	52259	6669
5515	0.79	307.0587	33000	43600	112000	32300	35000	317000	20700	0	1724979	1982937	791196	18848	20049	25947	47247	26454	29291	23013	0	0	788726	1197143	924469	0	0	51179	112510	1499704	21615	34331	7671	970113
5516	7.26	307.0740	375000	310000	241000	335000	211000	667000	711000	1176798	199830	280820	418795	0	0	0	16131	2979	64741	0	31791	9801	207497	618631	121907	0	0	294338	851629	299815	0	27950	13864	316012
5519	6.40	307.0830	11800	902000	839000	855000	856000	115000	87200	9908	53586	79241	78840	61226	2325710	2141718	2478893	684633	105067	75162	59382	0	21224	9476	55246	3811	101409	692862	70757	70556	1509551	1089531	44848	28648
5520	5.35	307.0831	251000	304000	76900	103000	74700	297000	54100	296786	33876	85749	97201	25647	31023	24092	241191	9760	74202	51541	0	1381	31341	27351	8142	5671	8641936	162028	216098	72275	26921	108384	17641	22278
5521	0.64	307.0843	612000	755000	1090000	655000	539000	769000	1120000	129834	134368	34902	154014	2027684	2068272	2573332	846305	1241550	1064528	1667101	1234933	716087	38273	0	0	6157	11115	729938	672666	107761	2223096	1050794	1206040	12758
5524	5.30	307.1404	424000	484000	436000	485000	567000	485000	660000	667842	123053	983444	1251385	74974	145507	50156	152442	68581	243911	491713	492762	369597	142308	873586	525848	5585	0	479162	604367	785961	90212	154978	451357	513914
5525	0.58	307.1510	0	0	69000	45200	18000	0	0	10620	0	0	0	0	74623	61052	103631	44321	297629	0	0	0	0	0	0	0	0	26431	3540	0	45225	148527	0	0
5531	2.74	307.8950	10900	14800	26000	9930	32200	21900	34100	32573	0	15347	22426	44632	32684	31427	36489	16428	83395	165848	92668	81529	26893	0	0	0	63311	18751	29512	12591	36248	45437	113349	8964
5533	6.29	308.0562	2090000	2460000	2610000	2670000	2240000	141000	218000	148535	0	0	70728	4859778	5046532	6015040	4363429	1348284	5211349	3657386	4493181	81080	0	0	0	0	25341	2414372	169228	23576	5307117	3641021	2743882	0
5534	0.87	308.0627	27800	21100	20900	0	15800	0	0	0	18515	102355	49867	0	0	67241	17584	0	0	0	0	0	100389	67098	107283	3198	0	17118	0	56912	22414	5861	0	91590
5536	0.70	308.0985	101000	49800	48800	117000	64000	11700	42200	22980	113464	205976	303150	111545	51637	67891	227878	466513	138978	0	43134	67091	0	82144	0	0	0	76211	25626	207530	77024	277790	36741	27381
5539	8.40	308.1999	709	129000	124000	185000	4940	206000	142000	1121	2724	1869	3381	170061	30839	55859	181617	65696	1091	41337	39276	200882	13575	1357	1750	3740	844	88766	116425	2658	85586	82801	93831	5561
5555	5.62	308.9711	0	0	0	0	0	71200	0	0	0	0	8433	0	0	0	0	0	0	0	0	0	0	0	11886	0	547057	0	23741	2811	0	0	0	3962
5556	6.82	309.0199	91300	80400	82800	82300	35900	0	9310	0	0	0	0	103833	196757	173537	115279	64610	258544	0	0	0	0	0	0	0	777935	74522	3103	0	158042	146145	0	0
5557	5.70	309.0200	448000	555000	386000	492000	239000	1730000	1110000	1559652	827440	487080	261306	106269	66830	103816	47572	22260	23946	209599	125317	93897	456479	488834	307537	0	14473	424120	1468471	525276	92305	31259	142938	417617
5558	0.63	309.0225	2500000	3910000	2940000	2910000	1470000	858000	1760000	1178322	253127	1300528	469499	5803474	5066312	5729847	15659313	3674605	15857049	306239	637627	184890	455528	492743	464367	2539	17486	2747836	1265831	674385	5533211	11730322	376252	470879
5559	7.68	309.0535	33900	47500	18200	26300	0	0	0	0	0	0	9682	25979	86935	72358	63416	0	86324	0	0	0	12001	9225	7792	0	0	25170	0	3227	61758	49914	0	9673
5560	5.46	309.0537	59500	107000	79000	68700	12600	20000	36500	30195	0	9030	30172	67579	116896	80766	52293	14073	183682	0	46067	17414	11320	6275	6423	0	12098	65440	28892	13068	88414	83349	21160	8006
5561	7.16	309.0767	110000	97500	44600	83900	69900	525000	376000	357157	41444	77474	119908	0	15282	8546	0	0	13344	11268	10042	15792	48849	185468	38310	3573	3620492	81287	419200	79609	7942	4448	12368	90875
5562	0.81	309.0801	51600	19500	414000	470000	27300	34800	25700	114835	0	34433	50480	50584	1541418	101578	125253	36154	186383	0	9883	14894	41058	93551	199143	13326	0	196519	58454	28304	564527	115930	8259	111250
5563	5.57	309.0896	348000	698000	500000	549000	474000	930	46400	2610727	201995	348769	68534	0	0	0	6747	0	115160	0	0	8923	7634	0	0	3517	6409	513684	886015	206433	0	40636	2974	2545
5564	4.87	309.1129	234000	299000	237000	306000	190000	185000	181000	227354	235711	643260	875185	0	10980	0	98720	0	111231	19780	42084	15954	56134	39098	47713	0	0	253127	197750	584719	3660	69984	25939	47648
5565	6.82	309.1140	2420000	2260000	51400	2320000	2000000	8500000	8640	8050355	2800636	4356833	5029122	3615	50414	1191	26464	62932	53666	37254	53376	52346	27670	68058	38948	4966	72881	1809139	5520045	4062197	18407	47687	47659	44892
5566	8.45	309.1141	125000	157000	146000	171000	104000	655000	343000	394741	212288	179554	439710	0	0	0	0	0	0	0	0	0	9178	0	0	1322	0	140577	464374	277184	0	0	0	3059
5567	5.44	309.1245	274000	220000	139000	289000	200000	487000	653000	38130	58484	72628	356939	0	9333	0	46083	9228	113924	17231	40806	1051	44739	48810	28945	1006	0	224190	392940	162684	3111	56411	19696	40832
5568	8.33	309.1347	594000	755000	617000	742000	591000	210000	248000	224918	144710	330409	537226	1173814	1537272	1213708	1420158	127550	1573025	0	0	0	0	0	0	0	17804	659627	227478	337448	1308265	1040244	0	0
5569	7.15	309.1347	8360	44500	7920	8460	12700	8280	12900	11170	8305	15964	15389	47387	34789	44998	98399	10417	127492	33422	24731	12671	8037	12359	8843	6144	0	16382	10767	13219	42391	78769	23608	9746
5576	15.68	309.1746	278000	295000	251000	305000	307000	579000	426000	543254	365656	587095	788035	53240	35573	47798	22041	9823	40502	21448	9295	19588	22734	25272	19949	20146	32005	287327	515889	580262	45537	24122	16777	22652
5579	9.64	309.2070	114000	155000	178000	174000	130000	110000	51400	110591	134670	222088	218005	117392	90594	118413	109490	10735	109988	7980	35398	0	447563	380123	217443	0	0	150157	90776	191588	108800	76738	14459	348376
5580	9.08	309.2070	105000	120000	128000	141000	104000	85600	72600	107484	28370	50732	67601	255743	261403	304728	83534	16521	88786	47538	48166	17760	9064	0	0	0	0	119624	88589	48901	273958	62947	37821	3021
5581	10.84	309.2070	275000	285000	65800	271000	285000	147000	69100	144447	136703	81013	102598	363300	363992	545654	388193	97271	335542	0	0	0	0	8226	0	0	0	236498	120295	106771	424315	273669	0	2742
5585	4.89	309.9028	52400	72400	28600	22500	9790	77500	69300	90240	47321	64704	48844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37138	79024	53623	0	0	0	0
5587	3.09	309.9779	38400	15000	11600	9740	8760	46000	29400	71168	52861	114542	110511	0	0	0	0	0	0	0	0	0	0	0	10361	0	0	16703	48859	92638	0	0	0	3454
5589	5.79	310.0723	29500	46300	42000	57900	30200	66800	75600	47032	16836	30270	11057	51581	59548	70391	58563	194811	34285	36438	53708	24269	0	0	0	2454	78211	41176	63136	19388	60507	95886	38138	0
5590	5.87	310.0724	142000	237000	137000	193000	192000	89000	302000	358255	16836	30270	56262	190326	276379	202325	547918	194811	622197	131940	132860	125502	0	0	0	2454	78211	180132	249823	34456	223010	454975	130101	0
5591	6.55	310.0725	130000	146000	156000	170000	109000	867000	66700	839578	0	64023	119183	0	13444	0	0	0	0	0	36916	0	0	0	0	0	0	142246	590983	61069	4481	0	12305	0
5610	4.88	311.0351	11100000	11600000	11200000	7950000	259000	21200000	14100000	24073746	9646563	13764272	15057423	14093	0	24770	24432	8396	20510	91498	53423	51902	676633	623726	405530	0	244179	8426289	19785580	12822753	12954	17779	65608	568630
5611	5.47	311.0364	11700	0	286000	7880	0	8880	8090	12052	7882	12328	0	32050	0	0	10139	0	53783	0	3493	0	5224	0	1067	0	279675	61161	9671	6737	10683	21307	1164	2097
5612	7.78	311.0559	12900	10600	13400	9520	15400	10400	0	0	0	0	0	17104	11732	16061	134911	54653	158865	12045	0	8852	0	0	0	0	0	12363	3470	0	14965	116143	6966	0
5613	1.80	311.0768	10100	8590	7990	17800	0	8240	0	0	0	0	0	0	0	0	9443	0	0	10861	10592	0	48403	9936	100680	0	0	8897	2746	0	0	3148	7151	53006
5614	5.34	311.0779	772000	821000	791000	753000	792000	414000	978000	848316	182444	372833	357656	80537	107601	113500	925434	163864	1531687	156328	1006593	323870	523556	1258734	1187445	0	72412	785723	746570	304311	100546	873662	495597	989912
5615	2.10	311.0781	10100	14500	80100	10400	16600	9010	0	0	0	8752	0	0	0	0	0	0	0	35514	42947	36812	296250	273666	364534	0	0	26337	3003	2917	0	0	38424	311483
5616	7.46	311.0923	141000	169000	102000	162000	138000	134000	82200	185315	62302	54952	65427	83533	95568	71055	51372	10807	83233	112150	175747	48800	436097	498052	205293	0	79290	142492	133749	60894	83385	48471	112232	379814
5617	6.13	311.0924	117000	238000	87700	319000	305000	239000	9930	1291061	35319	66639	36184	7843	1040941	410169	24623	0	347587	0	15854	17016	14962	11928	30650	15416	38580	213582	513477	46048	486318	124070	10957	19180
5618	5.26	311.0924	8310	300000	162000	319000	20600	1430000	1700000	2195025	355	83118	2549	0	0	0	9920	656	25865	0	10587	2289	3764	26803	19661	0	0	161975	1773534	28674	0	12147	4292	16743
5619	9.09	311.0924	0	0	0	13500	0	0	0	0	0	0	0	0	0	0	82193	21935	123405	0	0	0	0	0	0	0	0	2701	0	0	0	75844	0	0
5620	15.91	311.0924	15400	32400	13300	31700	28900	118000	135000	124795	24982	8708	15575	7306	0	7069	2215	0	0	0	0	1112	0	0	0	0	0	24342	125915	16422	4792	738	371	0
5621	8.65	311.0924	0	0	0	13900	0	0	0	0	0	0	7189	0	0	0	85099	13939	125597	0	8170	0	0	0	0	0	0	2780	0	2396	0	74878	2723	0
5622	15.01	311.0927	14100	43500	13500	18200	21000	71900	133000	140039	7508	0	8391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22045	114986	5300	0	0	0	0
5623	6.93	311.1144	3120000	2460000	47200	2090000	862000	715000	793000	816654	292559	536696	71030	4990302	6166434	4675581	6113052	766914	4629244	0	8360	0	10429	229354	42632	0	0	1715318	775111	300095	5277439	3836403	2787	94138
5624	5.87	311.1144	182000	339000	308000	357000	87600	862000	908000	519621	113839	190716	267043	67959	126444	61870	251738	45821	261895	445780	694699	370912	128651	1069136	142316	4024	10914	254674	763456	190532	85424	186485	503797	446701
5625	5.43	311.1144	2230000	2060000	1630000	2190000	1650000	78800	105000	127063	113905	318680	239126	1624212	713103	2139474	181685	2331555	9540611	336833	792844	543453	1047858	1232678	548526	8238	2903	1951714	103536	223904	1492263	4017950	557710	943021
5626	6.49	311.1144	59000	654000	116000	136000	155000	85000	61900	101246	28086	42306	130507	1000021	1207693	34741	287900	621604	1300170	0	27391	0	104908	129774	113488	0	0	223863	82727	66966	747485	736558	9130	116057
